Title,Year,Critic_score,Audience_score,Title_category,Rating,Runtime,URL,Poster_URL
Lying and Stealing,2019,62,19,Crime/Mystery & thriller,R,1h 40m,https://www.rottentomatoes.com/m/lying_and_stealing,https://resizing.flixster.com/3IdW5ZqSmFPu7fQFNolgr1RMVSw=/206x305/v2/https://resizing.flixster.com/Wvsi62Mg6xEusGGefi_YKphw-W0=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzNmNWRmYjM0LWE0YmItNGRkMS1iZGY5LTNjYmY0NDAyMjhlOC53ZWJw
Grandma Dearest,2020,NR,NR,Mystery & thriller,TV14,1h 30m,https://www.rottentomatoes.com/m/deranged_granny,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Prime Time,2021,62,NR,Drama/Mystery & thriller,NR,1h 33m,https://www.rottentomatoes.com/m/prime_time_2021,https://resizing.flixster.com/-bOFmomN6CkF9SIlenev3-C8viE=/206x305/v2/https://resizing.flixster.com/HZFrkmK7EW7AwKTJ_XMt9LBBY78=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2Y2ODg1Nzc5LWM1M2UtNDA4Ni05ZTJkLTRjMTk1YWIwMzY1ZS5qcGc=
Prime Time Soap,2011,NR,60,Drama,NR,1h 45m,https://www.rottentomatoes.com/m/a_novela_das_8,https://resizing.flixster.com/b_Cf7RaU8AsM4wcdn4IC6bjw_kk=/206x305/v2/https://flxt.tmsimg.com/assets/p9978063_p_v8_ac.jpg
The Prime Time,1960,NR,NR,Drama,NR,1h 16m,https://www.rottentomatoes.com/m/the_prime_time_1960,https://resizing.flixster.com/qKWSVh8FKYGv4aKuzEg7WLRQXVw=/206x305/v2/https://flxt.tmsimg.com/assets/p165861_p_v10_aa.jpg
Race Against Time,2000,NR,NR,Mystery & thriller,TV14,1h 33m,https://www.rottentomatoes.com/m/race_against_prime_time,https://resizing.flixster.com/zK87FIDmE1LjrMaHAGdoBETuIkw=/206x305/v2/https://flxt.tmsimg.com/assets/p25551_p_v10_aa.jpg
Prime Time,2008,NR,NR,Mystery & thriller,NR,1h 36m,https://www.rottentomatoes.com/m/prime_time_2008,https://resizing.flixster.com/nkz2I88frx2q9JvICgZE4_0Cy-Q=/206x305/v2/https://flxt.tmsimg.com/assets/p8556674_v_h9_aa.jpg
In God We Trust,1980,NR,50,Comedy,PG,1h 37m,https://www.rottentomatoes.com/m/in_god_we_trust,https://resizing.flixster.com/d5HfJ5vNanhsw8arCGNuWGuzUpI=/206x305/v2/https://flxt.tmsimg.com/assets/p1666_p_v8_aa.jpg
Theatre of the Deranged II,2013,NR,NR,Comedy/Horror,NR,1h 31m,https://www.rottentomatoes.com/m/theatre_of_the_deranged_ii,https://resizing.flixster.com/hbu1BC9R2QPXtSkYnFm_wEa7dqI=/206x305/v2/https://flxt.tmsimg.com/assets/p13098646_p_v8_aa.jpg
Deranged High,2010,NR,NR,Comedy,NR,1h 32m,https://www.rottentomatoes.com/m/deranged_high,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Deranged,2012,60,56,Mystery & thriller/Drama,NR,1h 49m,https://www.rottentomatoes.com/m/deranged_2012,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Rose Technique,2002,NR,NR,Mystery & thriller,NR,1h 38m,https://www.rottentomatoes.com/m/rose_technique,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Un Dérangement Considérable,2000,NR,NR,,NR,,https://www.rottentomatoes.com/m/un_derangement_considerable,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Hallucinations of a Deranged Mind,1978,NR,21,Horror,NR,1h 26m,https://www.rottentomatoes.com/m/delirios-de-um-anormal,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Deranged,1987,NR,57,Horror,R,1h 21m,https://www.rottentomatoes.com/m/1005695-deranged,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Deranged,1974,40,57,Horror,R,1h 22m,https://www.rottentomatoes.com/m/1032796-deranged,https://resizing.flixster.com/xxxCU-BSH4swuIhHbsj8et09-jw=/206x305/v2/https://flxt.tmsimg.com/assets/p62604_p_v8_aa.jpg
Boy Wonder,2010,57,62,Crime/Mystery & thriller,R,1h 33m,https://www.rottentomatoes.com/m/boy_wonder,https://resizing.flixster.com/Bqhk20HEQT6gu0QizPbREwapyWI=/206x305/v2/https://flxt.tmsimg.com/assets/p8606669_p_v10_aa.jpg
"Jimmy, the Boy Wonder",1966,NR,NR,Kids & family/Fantasy,NR,1h 10m,https://www.rottentomatoes.com/m/jimmy_the_boy_wonder,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
"Ganesh, Boy Wonder",2009,NR,NR,Documentary,NR,1h 16m,https://www.rottentomatoes.com/m/ganesh-boy-wonder,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Wonder Boys,2000,81,83,Comedy/Drama,R,1h 52m,https://www.rottentomatoes.com/m/wonder_boys,https://resizing.flixster.com/-FvUShpJxSFIAIhs8VSIRRsWhTQ=/206x305/v2/https://flxt.tmsimg.com/assets/p24840_p_v10_aa.jpg
Ice Road Terror,2011,NR,11,Sci-fi/Mystery & thriller,TV14,1h 30m,https://www.rottentomatoes.com/m/ice_road_terror,https://resizing.flixster.com/QoFfu86SsSqYCQz0EkQngzPSbTE=/206x305/v2/https://flxt.tmsimg.com/assets/p8637408_p_v10_aa.jpg
On the Seventh Day,2017,100,62,Drama,NR,1h 37m,https://www.rottentomatoes.com/m/on_the_seventh_day,https://resizing.flixster.com/FnYobdpA2WxZyxUTdLHUXunBva0=/206x305/v2/https://resizing.flixster.com/NUIEWAvGtwf77Yp3Ib_GPfEBeaA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzhlOTExZjYxLTJiMjEtNDNhYi04OGQwLTBhM2ExYTVmNjY4ZS53ZWJw
"The Seventh Day, the Eighth Night",1969,NR,NR,Mystery & thriller/Drama,NR,1h 43m,https://www.rottentomatoes.com/m/den_sedmy_osma_noc,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Seventh Day,1922,NR,NR,Romance/Drama,NR,1h,https://www.rottentomatoes.com/m/the_seventh_day_1922,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Woman Thou Art Loosed: On the 7th Day,2012,20,69,Drama,PG-13,1h 41m,https://www.rottentomatoes.com/m/woman_thou_art_loosed_on_the_7th_day,https://resizing.flixster.com/OVCBqZtI1oHMB1fNBBuuHI7yVK0=/206x305/v2/https://flxt.tmsimg.com/assets/p9084156_p_v8_aa.jpg
"...And on the 7th Day, God Rocked",2008,NR,NR,Comedy,NR,1h 38m,https://www.rottentomatoes.com/m/_and_on_the_7th_day_god_rocked_2008,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The 27th Day,1957,NR,25,Sci-fi,NR,1h 15m,https://www.rottentomatoes.com/m/27th_day,https://resizing.flixster.com/rLhjnB5aiBZOU7_iZuKqArWUA2w=/206x305/v2/https://flxt.tmsimg.com/assets/p37559_p_v8_aa.jpg
Broken,2012,63,73,Drama,NR,1h 30m,https://www.rottentomatoes.com/m/broken_2012,https://resizing.flixster.com/EDIdVPCaThF0hRCF9xH1p5-Fx7s=/206x305/v2/https://flxt.tmsimg.com/assets/p9575066_p_v10_aa.jpg
Broken City,2013,28,40,Mystery & thriller/Crime,R,1h 48m,https://www.rottentomatoes.com/m/broken_city,https://resizing.flixster.com/ZtADdKitIS1PshGvr-1FFqvB3D0=/206x305/v2/https://flxt.tmsimg.com/assets/p9337419_p_v10_ba.jpg
The Broken Tower,2011,20,18,Gay & lesbian/History,NR,1h 48m,https://www.rottentomatoes.com/m/broken_tower,https://resizing.flixster.com/ToqNi4fFmBetXeJ2sgxscwOqPas=/206x305/v2/https://flxt.tmsimg.com/assets/p9000001_p_v10_aa.jpg
Broken Horses,2015,25,43,Crime/Mystery & thriller,R,1h 41m,https://www.rottentomatoes.com/m/broken_horses,https://resizing.flixster.com/j63oVdMWDKxO8N5t6v9WVUEQSNw=/206x305/v2/https://flxt.tmsimg.com/assets/p11534144_p_v10_ab.jpg
Not Easily Broken,2009,31,67,Drama,PG-13,1h 39m,https://www.rottentomatoes.com/m/not_easily_broken,https://resizing.flixster.com/VWrjU-P5ZXqZydsePoYC7H8uapc=/206x305/v2/https://flxt.tmsimg.com/assets/p179373_p_v8_aa.jpg
Broken Embraces,2009,82,75,Mystery & thriller/Drama,R,2h 8m,https://www.rottentomatoes.com/m/broken_embraces,https://resizing.flixster.com/kMryP4taxqUTh9hVzMFCVMVQdxU=/206x305/v2/https://flxt.tmsimg.com/assets/p3549933_p_v10_av.jpg
Broken,2006,12,32,Mystery & thriller/Drama,R,1h 37m,https://www.rottentomatoes.com/m/1186122-broken,https://resizing.flixster.com/k0790d51t9OTQjUHNnc7j7YUNP4=/206x305/v2/https://flxt.tmsimg.com/assets/p173037_v_h9_ab.jpg
Broken Arrow,1950,89,70,Western,NR,1h 33m,https://www.rottentomatoes.com/m/1003119-broken_arrow,https://resizing.flixster.com/wP6LwSbxk3-rZ5k0soGLWWtVxoM=/206x305/v2/https://flxt.tmsimg.com/assets/p1492_p_v10_ac.jpg
Broken Trail,2006,NR,87,,NR,,https://www.rottentomatoes.com/m/broken_trail,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Broken English,2007,64,62,Comedy/Romance,PG-13,1h 37m,https://www.rottentomatoes.com/m/broken_english,https://resizing.flixster.com/LqoTuRAse1JZBFj-FKKPhzSN0ew=/206x305/v2/https://flxt.tmsimg.com/assets/p167553_p_v8_aa.jpg
Broken Sky,2006,40,52,Drama,NR,2h 20m,https://www.rottentomatoes.com/m/broken_sky,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Broken Bridges,2006,5,87,Drama,PG-13,1h 44m,https://www.rottentomatoes.com/m/1168378-broken_bridges,https://resizing.flixster.com/tCQ0xpzgrWr4y_iI02NpKrzkcaM=/206x305/v2/https://flxt.tmsimg.com/assets/p163695_p_v10_aa.jpg
Broken Blossoms,1919,95,71,Drama,NR,1h 27m,https://www.rottentomatoes.com/m/1003120-broken_blossoms,https://resizing.flixster.com/akhBr7fvb9R9OMOAayekJosbhoo=/206x305/v2/https://flxt.tmsimg.com/assets/p9379_p_v10_aa.jpg
Broken,2006,NR,31,Horror/Mystery & thriller,R,1h 29m,https://www.rottentomatoes.com/m/1179482-broken,https://resizing.flixster.com/-538iNzX0rAgwmvIo1WH-jvZgXk=/206x305/v2/https://flxt.tmsimg.com/assets/p179227_p_v10_aa.jpg
Broken Lance,1954,92,60,Western,NR,1h 36m,https://www.rottentomatoes.com/m/broken_lance,https://resizing.flixster.com/bbsD38-9jxX_5L3lr1tSyV4bPjU=/206x305/v2/https://flxt.tmsimg.com/assets/p4352_p_v8_aa.jpg
Broken Vessels,1998,69,68,Drama,R,1h 30m,https://www.rottentomatoes.com/m/broken_vessels,https://resizing.flixster.com/ptj4zslniQC9piWhktjJn_tvFKs=/206x305/v2/https://flxt.tmsimg.com/assets/p20978_v_h9_aa.jpg
Broken Wings,2002,93,90,Drama,R,1h 23m,https://www.rottentomatoes.com/m/broken_wings_2002,https://resizing.flixster.com/YmwhuDw2UPtKp3pzTgktpLhkRyY=/206x305/v2/https://flxt.tmsimg.com/assets/p83571_v_h9_aa.jpg
Broken Arrow,1996,52,44,Action,R,1h 48m,https://www.rottentomatoes.com/m/1069241-broken_arrow,https://resizing.flixster.com/NTH9qepghaFtbGaiuSduhs9gnjc=/206x305/v2/https://flxt.tmsimg.com/assets/p17677_p_v10_as.jpg
Broken Flowers,2005,87,70,Comedy/Drama,R,1h 47m,https://www.rottentomatoes.com/m/broken_flowers,https://resizing.flixster.com/nWTzqwMbosb9HVQDecJmqglsSa0=/206x305/v2/https://flxt.tmsimg.com/NowShowing/42630/42630_ab.jpg
Benny Loves You,2020,79,58,Comedy/Horror,NR,1h 34m,https://www.rottentomatoes.com/m/benny_loves_you,https://resizing.flixster.com/USGqlIVzA69_ZgYJ2nCEoFVAIQs=/206x305/v2/https://resizing.flixster.com/xiZtJgRJnuL0E4boPukbOBy-fhQ=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzM5ZmYxMzZmLWI3NjgtNDNkMC05Nzc1LWMyMTQxZWI4YTA3MC5qcGc=
The Great Pumpkin,1993,NR,43,Drama,NR,1h 30m,https://www.rottentomatoes.com/m/il-grande-cocomero,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Downton Abbey 2,2021,NR,NR,Drama,NR,,https://www.rottentomatoes.com/m/downton_abbey_2,https://resizing.flixster.com/G_G7hqyP5T-fy_l0agsz4CqPnMo=/206x305/v2/https://flxt.tmsimg.com/assets/p19833858_p_v10_aa.jpg
Happy ending,2018,NR,NR,Drama/Comedy,NR,1h 40m,https://www.rottentomatoes.com/m/happy_ending_2018,https://resizing.flixster.com/B6820iCmT7AafSRHGZUH2RxGV2Y=/206x305/v2/https://resizing.flixster.com/gLjoL7FCNDgibmdGUuy8aVlgg-A=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2EyYTk5ZTJmLTQ0MGEtNDY3ZS1hYjE0LTZiZjRiYzZlZjNhYy53ZWJw
Happy End,2017,69,53,Drama,R,1h 47m,https://www.rottentomatoes.com/m/happy_end_2017,https://resizing.flixster.com/sXPkwBr_JMHBSh_IKK6-f-7UdIY=/206x305/v2/https://resizing.flixster.com/tHN8n2Spen1Md458i53GL0KgZGI=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzA1YTg0MmMyLTFlODAtNDhlMy1hNGNlLWM0NmRjNDUzMmY5Yy53ZWJw
The Platform,2019,80,72,Sci-fi/Mystery & thriller,NR,1h 34m,https://www.rottentomatoes.com/m/the_platform,https://resizing.flixster.com/d5NVTJeYi0zp7FKZTeOtUpf58RY=/206x305/v2/https://resizing.flixster.com/fr76H9ZwO7jEXkv13ZEIhnEylUM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzUzMzNmMjRjLTc2YzgtNGRhMS1hMDJkLTM1MjZmYzQ4OGFjZi53ZWJw
Alone (Solo),2018,75,50,,NR,,https://www.rottentomatoes.com/m/alone_2018,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Alone in Berlin,2016,57,52,History/Drama,R,1h 43m,https://www.rottentomatoes.com/m/alone_in_berlin,https://resizing.flixster.com/pEyPAif0-X0n2tEuRQmNaQugCbE=/206x305/v2/https://resizing.flixster.com/ktErdhxUJZsxKbI1pPcnuecjAU4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2NiMjgyYjdlLTRmZjAtNDlhYS04OGU3LTdhZjA5NTljNjg5Ny53ZWJw
A Girl Walks Home Alone at Night,2014,96,75,Horror/Drama,NR,1h 45m,https://www.rottentomatoes.com/m/a_girl_walks_home_alone_at_night,https://resizing.flixster.com/bJfnetGElu3FGmpgzZZ5nNh39t8=/206x305/v2/https://flxt.tmsimg.com/assets/p10631781_p_v10_aa.jpg
Pretty Guardian Sailor Moon Eternal The Movie,2021,100,95,Anime/Fantasy,NR,1h 20m,https://www.rottentomatoes.com/m/pretty_guardian_sailor_moon_eternal_the_movie,https://resizing.flixster.com/NAzF96CtduiKz3YZhlWP4HzDq2M=/206x305/v2/https://resizing.flixster.com/1-8FTxiI7Ei7MjcjHRNMmZX81Pw=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2I5NGMwMWYyLTllMTctNDFiMC1iNjM3LTRmZThkMjhmY2U4Yy5qcGc=
Summertime,2020,74,NR,Comedy/Drama,R,1h 35m,https://www.rottentomatoes.com/m/summertime_2021,https://resizing.flixster.com/nyu62b3pwbEzhPhcZ792olHBdXs=/206x305/v2/https://resizing.flixster.com/0TIzT68O9Iz2gMJnrhS7CKnKsyQ=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzA3YjI3MTZhLTdkYWUtNDNhYy1hMWYwLWY0NWZiYjllNmI1Mi5qcGc=
It Feels So Good,2020,NR,NR,Drama/Romance,NR,,https://www.rottentomatoes.com/m/it_feels_so_good,https://resizing.flixster.com/IZJAdoS_UM-71Wuf2NgBmWmFHak=/206x305/v2/https://resizing.flixster.com/cKEgnJHZ22MGdMXhZtixRAMGTLc=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzJmYzdjZjFjLWJhOTItNGZkNS1iM2JhLWMzOWY4OTk4OWJmMC5qcGc=
Feels So Good,2013,NR,NR,Comedy,NR,1h 21m,https://www.rottentomatoes.com/m/yummy_me_feels_so_good,https://resizing.flixster.com/0Gb1jSBkwz-B9j--UjweUYRnwcs=/206x305/v2/https://flxt.tmsimg.com/assets/p10354538_p_v10_aa.jpg
Sweet Tooth,2008,NR,NR,,NR,,https://www.rottentomatoes.com/m/sweet-tooth,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Feels Good Man,2020,95,86,Documentary,NR,1h 32m,https://www.rottentomatoes.com/m/feels_good_man,https://resizing.flixster.com/EjhhVrRcs_HNQTmQNltxyD-JEto=/206x305/v2/https://resizing.flixster.com/xFFr4rndfxmK94gyn6DS0Mmofgs=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2VhYzk1NjhjLTFmNWYtNGUwOS04YWQ5LTllNDZhMGFjNjFkMC53ZWJw
I Feel Good,2018,NR,50,Comedy/Drama,NR,1h 43m,https://www.rottentomatoes.com/m/i_feel_good,https://resizing.flixster.com/R8EmvuLp3hHtyQcdynTL3muOBOQ=/206x305/v2/https://resizing.flixster.com/ZD6xEFjLr0r6Xak17riZbb64guE=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2E5YzFiZjNhLTFmNmQtNDI5MC1iZDEzLTE1OWUyMDEzODJjOC53ZWJw
Life Feels Good,2013,NR,91,Drama,NR,1h 47m,https://www.rottentomatoes.com/m/life_feels_good,https://resizing.flixster.com/JX7DhVtT3UHnwDYYWyvpqCQivxY=/206x305/v2/https://resizing.flixster.com/47PZ1j2sbhsOSkUqRFaImsgn6-s=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzJkOGY2ZThmLWI2MDQtNGMzMS1hODA0LTUyY2YzOTc5ZGRmZi53ZWJw
Feeling Good,2010,NR,40,Comedy,NR,12m,https://www.rottentomatoes.com/m/en_pleine_forme_2010,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
What's So Bad About Feeling Good?,1968,NR,57,Comedy/Adventure,NR,1h 34m,https://www.rottentomatoes.com/m/whats-so-bad-about-feeling-good,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Summertime,2011,NR,NR,Comedy/Drama,NR,1h 30m,https://www.rottentomatoes.com/m/summertime_in_new_york,https://resizing.flixster.com/00JMxbrsMMvVk44ErunDjOpA7Ew=/206x305/v2/https://resizing.flixster.com/l18Pyzh1AE_9ny-g4kNz9ckvFOc=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzcyZDA4YjJlLTc2OGEtNDA2Ny1iYjFiLTY1YTRjNjgzNDgyYS53ZWJw
Sweet Sweet Summertime,2017,NR,NR,Adventure,PG,1h 22m,https://www.rottentomatoes.com/m/sweet_sweet_summertime,https://resizing.flixster.com/TNZjlKNOX6GfZZm2sRfixH5hOQw=/206x305/v2/https://flxt.tmsimg.com/assets/p15383261_p_v7_aa.jpg
Summertime,2015,91,74,Gay & lesbian/Romance,NR,1h 45m,https://www.rottentomatoes.com/m/la_belle_saison,https://resizing.flixster.com/Pk1800LmJGmZ8ynhfj-MyrJkXyY=/206x305/v2/https://resizing.flixster.com/EMI0ewI4e631hXOdSsXUNiijI4s=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2NjZjdiZTgzLTEyYWQtNDk2NS1iMzQyLTJlODNhNDZiMmIxYy53ZWJw
Summertime Christmas,2010,NR,NR,Comedy/Other,NR,1h 51m,https://www.rottentomatoes.com/m/summertime_christmas,https://resizing.flixster.com/pUimYK1YHlKDRQ_sKpvmBYGJICA=/206x305/v2/https://flxt.tmsimg.com/assets/p8684430_p_v8_aa.jpg
Summertime Switch,1994,NR,NR,Comedy,TVPG,1h 37m,https://www.rottentomatoes.com/m/summertime_switch_1994,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Summertime Killer,1973,NR,NR,Action,PG,1h 49m,https://www.rottentomatoes.com/m/un_verano_para_matar,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
In the Good Old Summertime,1949,64,80,Musical/Comedy,NR,1h 42m,https://www.rottentomatoes.com/m/in_the_good_old_summertime,https://resizing.flixster.com/ERrAf-psCJq0pZd5W3CeCJ9HOcE=/206x305/v2/https://flxt.tmsimg.com/assets/p5476_p_v8_aa.jpg
Summertime,1955,89,80,Romance,NR,1h 39m,https://www.rottentomatoes.com/m/summertime,https://resizing.flixster.com/z7Ff_iFpmQEbJCMdQS5AcF_4LQE=/206x305/v2/https://flxt.tmsimg.com/assets/p5119_p_v8_aa.jpg
Alone Yet Not Alone,2013,NR,63,History/Drama,PG-13,1h 43m,https://www.rottentomatoes.com/m/alone_yet_not_alone,https://resizing.flixster.com/uGhOw7ukbFw-Y74ff4aTOHCUbtE=/206x305/v2/https://flxt.tmsimg.com/assets/p10151683_p_v13_ba.jpg
Alone in the Dark 2,2008,NR,11,Sci-fi,PG-13,1h 30m,https://www.rottentomatoes.com/m/alone_in_the_dark_2,https://resizing.flixster.com/co3uE6e5kFtuFb0KJrGEwi0t1u4=/206x305/v2/https://flxt.tmsimg.com/assets/p8034459_p_v10_ab.jpg
Alone in the Neon Jungle,1988,NR,NR,Crime/Drama,NR,1h 35m,https://www.rottentomatoes.com/m/alone_in_the_neon_jungle_1988,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Alone in the Woods,1997,NR,NR,Comedy,PG,1h 21m,https://www.rottentomatoes.com/m/alone_in_the_woods,https://resizing.flixster.com/aaLuWvKo9OqSZAB7HcFEVn3QdJU=/206x305/v2/https://flxt.tmsimg.com/assets/p20104_p_v8_aa.jpg
Alone,2007,NR,NR,Horror/Mystery & thriller,NR,,https://www.rottentomatoes.com/m/alone,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Alone With Her,2006,69,46,Mystery & thriller,NR,1h 18m,https://www.rottentomatoes.com/m/alone_with_her,https://resizing.flixster.com/AIdPKBMETAPgWhz5sUlcuiSpmKY=/206x305/v2/https://flxt.tmsimg.com/assets/p165171_p_v10_aa.jpg
Alone,2002,NR,35,Horror/Mystery & thriller,R,1h 50m,https://www.rottentomatoes.com/m/1114432-alone,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Home Alone 4,2002,NR,24,Comedy/Kids & family,TVPG,1h 36m,https://www.rottentomatoes.com/m/home_alone_4,https://resizing.flixster.com/rQpNaamx52re3MH-scidr-ZSJkc=/206x305/v2/https://flxt.tmsimg.com/assets/p30618_p_v10_ab.jpg
Alone in the Dark,2005,1,11,Adventure/Horror,R,1h 38m,https://www.rottentomatoes.com/m/alone_in_the_dark,https://resizing.flixster.com/qu0OXin5aB6KIEg6xaHJFNUiSTY=/206x305/v2/https://flxt.tmsimg.com/assets/p35313_p_v10_aa.jpg
Alone in the Dark,1982,73,40,Horror,R,1h 32m,https://www.rottentomatoes.com/m/alone_in_the_dark_1982,https://resizing.flixster.com/rYwytArO2NEb9BZNwlkznMdLyIM=/206x305/v2/https://flxt.tmsimg.com/assets/p42259_p_v8_aa.jpg
Home Alone,1990,67,80,Comedy/Kids & family,PG,1h 42m,https://www.rottentomatoes.com/m/home_alone,https://resizing.flixster.com/BwyPvAq3cfmWaqsp-k7A_EvDkMk=/206x305/v2/https://flxt.tmsimg.com/assets/p12872_p_v10_ba.jpg
Home Alone 3,1997,29,27,Comedy/Kids & family,PG,1h 42m,https://www.rottentomatoes.com/m/home_alone_3,https://resizing.flixster.com/H0bkBfB63VncXKdSCdY0S8_Lnyo=/206x305/v2/https://flxt.tmsimg.com/assets/p20344_p_v10_aa.jpg
Home Alone 2: Lost in New York,1992,34,61,Comedy/Kids & family,PG,2h,https://www.rottentomatoes.com/m/home_alone_2_lost_in_new_york,https://resizing.flixster.com/OY6uo2p84bzmovkRRUc-kVsOQy4=/206x305/v2/https://flxt.tmsimg.com/assets/p14385_p_v10_af.jpg
Platform,2000,80,79,Drama,NR,2h 34m,https://www.rottentomatoes.com/m/platform,https://resizing.flixster.com/nPPTXuIwprxHDJX8sOqoVAD6Bmc=/206x305/v2/https://flxt.tmsimg.com/assets/p27502_p_v10_aa.jpg
Happy Ending,2014,33,20,Romance,NR,2h 15m,https://www.rottentomatoes.com/m/happy_ending_2014,https://resizing.flixster.com/b-2FT8EwPpkowsvn3QkMJ5uRBS8=/206x305/v2/https://flxt.tmsimg.com/assets/p11276405_p_v10_aa.jpg
Not Another Happy Ending,2013,31,36,Romance,NR,1h 42m,https://www.rottentomatoes.com/m/not_another_happy_ending,https://resizing.flixster.com/AYnjDvEQh1p8JI2VMNPk_yYVNLE=/206x305/v2/https://flxt.tmsimg.com/assets/p10263088_p_v10_aa.jpg
Happy End,2001,NR,61,,NR,,https://www.rottentomatoes.com/m/happy_end,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Secret to a Happy Ending,2009,NR,88,Documentary,NR,1h 41m,https://www.rottentomatoes.com/m/the-secret-to-a-happy-ending,https://resizing.flixster.com/MX2qmsV0PNon7hWVec9Q9xyKym0=/206x305/v2/https://flxt.tmsimg.com/assets/p8253430_v_h9_aa.jpg
This Is the End,2009,NR,34,Comedy,NR,2h 14m,https://www.rottentomatoes.com/m/les-derniers-jours-du-monde,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Happy Endings,2014,NR,NR,Crime/Drama,NR,1h 30m,https://www.rottentomatoes.com/m/happy-endings-2009,https://resizing.flixster.com/IXCn4ddTKxogKk6sLcQY-K4UncE=/206x305/v2/https://flxt.tmsimg.com/assets/p11774419_p_v13_aa.jpg
Happy End,1999,NR,70,Drama,NR,1h 39m,https://www.rottentomatoes.com/m/haepiendeu-happy-end,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
"All's Well, Ends Well",1992,NR,91,Comedy,NR,1h 32m,https://www.rottentomatoes.com/m/alls_well_ends_well,https://resizing.flixster.com/7ft41fZuUYPVWBjPkmak5kPk3-M=/206x305/v2/https://flxt.tmsimg.com/assets/p20299_p_v10_aa.jpg
The Happy Ending,1969,33,36,Drama,R,1h 52m,https://www.rottentomatoes.com/m/happy_ending,https://resizing.flixster.com/MfShoMfczL6fm-EueHZUr_6eDuM=/206x305/v2/https://flxt.tmsimg.com/assets/p7653_p_v8_aa.jpg
Happy Endings,2005,55,63,Comedy/Gay & lesbian,R,2h 12m,https://www.rottentomatoes.com/m/happy_endings,https://resizing.flixster.com/Mp-BzXR5qJBQtPfPY-pi1d_Ea3I=/206x305/v2/https://flxt.tmsimg.com/assets/p89579_p_v8_aa.jpg
Downton Abbey,2019,84,94,Drama,PG,2h 2m,https://www.rottentomatoes.com/m/downton_abbey,https://resizing.flixster.com/mH14Gp19Nah2yrMd2tSebfCfcC0=/206x305/v2/https://resizing.flixster.com/oU-FMjDarmwRdoLM9VY0wslSc10=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzU5NzI2OTlhLWZlZmUtNDU5YS1iYzQ1LWYwOGQxNmVhMDYxMS53ZWJw
Ben Is Back,2018,81,69,Mystery & thriller/Drama,R,1h 43m,https://www.rottentomatoes.com/m/ben_is_back_2018,https://resizing.flixster.com/sWNIRvT4cXV3BGub6h7UAPqfDD8=/206x305/v2/https://resizing.flixster.com/1KOuCYPoedk82RrggQHMzYtiQQM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzQ1ZTk2YTg4LTFkZjQtNGQyZC1iN2Y1LTY4ZGE0YjY0NTFkNC53ZWJw
