Title,Year,Critic_score,Audience_score,Title_category,Rating,Runtime,URL,Poster_URL
Barbie and the Magic of Pegasus,2005,NR,68,Adventure/Animation,NR,1h 23m,https://www.rottentomatoes.com/m/barbie_and_the_magic_of_pegasus,https://resizing.flixster.com/JT9c9an73_ehexG7DWVHlLXcBAU=/206x305/v2/https://flxt.tmsimg.com/assets/p172679_p_v10_ap.jpg
Barbie Rapunzel,2002,NR,66,Kids and family/Animation,G,1h 18m,https://www.rottentomatoes.com/m/barbie-as-rapunzel,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Barbie of Swan Lake,2003,NR,58,,NR,,https://www.rottentomatoes.com/m/barbie-of-swan-lake,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Ip Man: Kung Fu Master,2019,36,25,Action/Sports and fitness,NR,1h 24m,https://www.rottentomatoes.com/m/ip_man_kung_fu_master,https://resizing.flixster.com/ypfPCk78Ts413woqpe8IgvsmNLM=/206x305/v2/https://resizing.flixster.com/CoN2_kmSxNMAPzWhVdAujfbGGh0=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2VlMjJjOGVjLTgyNWEtNDRlMC05MTY4LWM2MDYxMzVhOTFkYi5qcGc=
The Master,2012,84,62,Drama,R,2h 16m,https://www.rottentomatoes.com/m/the_master_2011,https://resizing.flixster.com/7ybQLchhnnc-9iGON-esHE0lMbU=/206x305/v2/https://flxt.tmsimg.com/assets/p9211021_p_v10_an.jpg
Pokémon: The Mastermind of Mirage Pokémon,2006,NR,64,Adventure/Fantasy,NR,45m,https://www.rottentomatoes.com/m/the_mastermind_of_mirage_pokemon,https://resizing.flixster.com/VvDNHjb1G83f7VzSsG2O3A-nhpQ=/206x305/v2/https://resizing.flixster.com/njieC7bTDrYjelb5Uy-Qtsk4VX8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzEzMmZjMGVjLTlhYmQtNDljZS05MGM2LTI5MWQ2NzAwNGEwOS53ZWJw
3 Evil Masters,1980,NR,57,Action/Sports and fitness,NR,1h 32m,https://www.rottentomatoes.com/m/the-master1980,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Master Race,1944,NR,NR,Drama,NR,1h 36m,https://www.rottentomatoes.com/m/master_race,https://resizing.flixster.com/l2Q-ShEmSbZY95rLDuhYTwptYKM=/206x305/v2/https://flxt.tmsimg.com/assets/p41208_p_v8_aa.jpg
Master of the Crimson Armor,2005,31,44,Action/Romance,PG-13,1h 42m,https://www.rottentomatoes.com/m/1154356-promise,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Master of Ballantrae,1953,NR,44,Adventure,NR,1h 29m,https://www.rottentomatoes.com/m/master_of_ballantrae,https://resizing.flixster.com/uZq-HvbC1azGf_KYSCox_q7-irQ=/206x305/v2/https://flxt.tmsimg.com/assets/p1309_p_v8_aa.jpg
Drunken Master,1978,79,85,Comedy/Action,PG-13,1h 47m,https://www.rottentomatoes.com/m/drunken_master,https://resizing.flixster.com/8lZInSHzfW3F3TIf0YdDfbbnkhI=/206x305/v2/https://flxt.tmsimg.com/NowShowing/115010/115010_aa.jpg
A Nightmare on Elm Street 4: The Dream Master,1988,52,43,Horror,R,1h 33m,https://www.rottentomatoes.com/m/a_nightmare_on_elm_street_4_the_dream_master,https://resizing.flixster.com/Hyju70vu-4Dn4Ef0JEiqbZRA2aw=/206x305/v2/https://flxt.tmsimg.com/assets/p10992_p_v10_aa.jpg
Drunken Master II,1994,84,88,Comedy/Action,R,1h 42m,https://www.rottentomatoes.com/m/legend_of_drunken_master,https://resizing.flixster.com/4oPUl5_5MaAlNcHgZ8pieKrMNWI=/206x305/v2/https://flxt.tmsimg.com/assets/p25808_p_v8_af.jpg
The Master of Disguise,2002,1,34,Kids and family/Comedy,PG,1h 20m,https://www.rottentomatoes.com/m/master_of_disguise,https://resizing.flixster.com/ga1IfK1KU07UvjNr6GEV3lGuy_s=/206x305/v2/https://flxt.tmsimg.com/assets/p30113_p_v8_af.jpg
Masters of the Universe,1987,13,40,Fantasy,PG,1h 45m,https://www.rottentomatoes.com/m/masters_of_the_universe,https://resizing.flixster.com/PIgs7GPApSWQYEejYCbRLA1pIKQ=/206x305/v2/https://flxt.tmsimg.com/assets/p10248_p_v8_aj.jpg
Master and Commander: The Far Side of the World,2003,85,80,Drama/War,PG-13,2h 19m,https://www.rottentomatoes.com/m/master_and_commander_the_far_side_of_the_world,https://resizing.flixster.com/FyyoJ6tSZ6onk47BGxYPUJN_TTM=/206x305/v2/https://flxt.tmsimg.com/assets/p31335_p_v8_ab.jpg
DMX: Ride or Die,2004,NR,NR,,NR,,https://www.rottentomatoes.com/m/dmx-ride-or-die,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,98,NR,Documentary/Music,PG-13,1h 57m,https://www.rottentomatoes.com/m/summer_of_soul,https://resizing.flixster.com/Zazuzb_827qzEWYdOSD_2Ee-LT8=/206x305/v2/https://resizing.flixster.com/qKfv65RPLoiAarppjwznpW0QTkM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2YxNDExNWM0LWIwYzctNDBmZi1hM2ZjLWUxZjI2Y2RhYmM3MC5qcGc=
Don't Tell a Soul,2020,69,58,Mystery and thriller,R,1h 24m,https://www.rottentomatoes.com/m/dont_tell_a_soul,https://resizing.flixster.com/PmCPcNJNC2fL-6mcF1xnDiy5Qgg=/206x305/v2/https://flxt.tmsimg.com/assets/p19184476_p_v8_aa.jpg
The Soul of America,2020,NR,NR,Documentary,NR,,https://www.rottentomatoes.com/m/the_soul_of_america,https://resizing.flixster.com/UZZ28ZNaG0qks1x0arxl2OtssBQ=/206x305/v2/https://resizing.flixster.com/0T1v_CAH6qE68JWt8zjGj4HFxHs=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzVhZTBjMGRjLTJiYWEtNDlhNy1iNDlkLTNmNjM3YmZmYjI1NS5qcGc=
The Soul Collector,2019,73,77,Horror,NR,1h 40m,https://www.rottentomatoes.com/m/the_soul_collector_2020,https://resizing.flixster.com/AKXBuHPbK0HP9NKNKPrjVwA7z94=/206x305/v2/https://resizing.flixster.com/_AhLgxqY5jj7v18H-G5KvnnFoBk=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzBhMzhiNWFiLTA0MDEtNDVkNC04ZDkyLTI0YmYwNGU1MTZmZC53ZWJw
The Soul of Success: The Jack Canfield Story,2017,NR,96,Documentary,NR,54m,https://www.rottentomatoes.com/m/the_soul_of_success_the_jack_canfield_story,https://resizing.flixster.com/vr4WVo_VTqtNDUVH-IKDuxbS7rY=/206x305/v2/https://resizing.flixster.com/UIGnVgm-Wr1-kccH6zd9Fs23ykU=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2M1ODE3OWMzLTIwMTgtNDYzZS1hMjc0LWU4NjdhNmI3NThmMy53ZWJw
The Soul of Bread,2012,NR,29,Romance,NR,1h 54m,https://www.rottentomatoes.com/m/the_soul_of_bread,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Soul Surfer,2011,45,75,Drama,PG,1h 46m,https://www.rottentomatoes.com/m/soul_surfer,https://resizing.flixster.com/KAw7tWqIFBw44AuCQ5Vw4z3-5rE=/206x305/v2/https://flxt.tmsimg.com/assets/p8400760_p_v10_an.jpg
My Soul to Take,2010,10,26,Horror/Mystery and thriller,R,1h 47m,https://www.rottentomatoes.com/m/258,https://resizing.flixster.com/30elC4rFyIWiw5L4fW-zXZwyKZU=/206x305/v2/https://flxt.tmsimg.com/assets/p8099376_p_v10_ak.jpg
6 Souls,2010,4,45,Horror/Mystery and thriller,R,1h 53m,https://www.rottentomatoes.com/m/6_souls,https://resizing.flixster.com/Ti726_0ogVF8YZOxswK7XtnaRlA=/206x305/v2/https://flxt.tmsimg.com/assets/p8079448_p_v10_as.jpg
The Soul of a Man,2003,NR,86,Documentary,NR,1h 40m,https://www.rottentomatoes.com/m/the-soul-of-a-man,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Cold Souls,2009,75,54,Comedy/Sci fi,PG-13,1h 41m,https://www.rottentomatoes.com/m/cold_souls,https://resizing.flixster.com/ILho6o1XVPIe5tWSd2ZwvISbhcU=/206x305/v2/https://flxt.tmsimg.com/assets/p194084_p_v10_aa.jpg
The Soul Collector,1999,NR,75,Drama,TVPG,1h 37m,https://www.rottentomatoes.com/m/the-soul-collector,https://resizing.flixster.com/KCmUWBCAbnEp6mEMSEJGrIjQDZI=/206x305/v2/https://flxt.tmsimg.com/assets/p22954_p_v10_aa.jpg
The Souls of Black Girls,2008,NR,NR,Documentary,NR,49m,https://www.rottentomatoes.com/m/the-souls-of-black-girls,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Soul Men,2008,45,58,Comedy,R,1h 40m,https://www.rottentomatoes.com/m/10009635-soul_men,https://resizing.flixster.com/eQ2PZNakHH1BhG5IzM__VYIzFHs=/206x305/v2/https://flxt.tmsimg.com/assets/p176563_p_v10_ac.jpg
Soul Plane,2004,18,51,Comedy,R,1h 26m,https://www.rottentomatoes.com/m/soul_plane,https://resizing.flixster.com/7qeUuMO0q6ObRIYe0DCshBIT19M=/206x305/v2/https://flxt.tmsimg.com/assets/p34542_p_v10_ab.jpg
The Souler Opposite,1997,NR,80,Romance,R,1h 45m,https://www.rottentomatoes.com/m/the_souler_opposite,https://resizing.flixster.com/Gmk0Eiuwf5brCoJ1VpDfxKwZFrQ=/206x305/v2/https://flxt.tmsimg.com/assets/p20633_p_v8_aa.jpg
The Breaker Upperers,2018,87,50,Comedy,NR,1h 30m,https://www.rottentomatoes.com/m/the_breaker_upperers,https://resizing.flixster.com/tUfr1vttQTotTapOP3qRgZStBik=/206x305/v2/https://resizing.flixster.com/yoDp4r42_MCRM5txBYM9FBG52DU=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzYwNDg2YzI0LThmZDUtNGY2MC05Y2Y3LWE1OTJlZTA3Mjk1My53ZWJw
Concrete Evidence: A Fixer Upper Mystery,2017,NR,NR,Mystery and thriller,TVG,1h 30m,https://www.rottentomatoes.com/m/concrete_evidence_a_fixer_upper_mystery,https://resizing.flixster.com/voQdLbk2i1pG_5xj4wuX8ns1lcU=/206x305/v2/https://flxt.tmsimg.com/assets/p13894524_p_v8_aa.jpg
Framed for Murder: A Fixer Upper Mystery,2017,NR,43,Drama/Crime,NR,1h 30m,https://www.rottentomatoes.com/m/fixer_upper_mysteries,https://resizing.flixster.com/z4vCPwFcvcGSmXnTLjW6z9EnHV0=/206x305/v2/https://flxt.tmsimg.com/assets/p13600130_p_v8_aa.jpg
The Upper Footage,2013,NR,83,,NR,,https://www.rottentomatoes.com/m/the_upper_footage,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Fixer Uppers,1935,NR,79,Comedy,NR,21m,https://www.rottentomatoes.com/m/the_fixer_uppers,https://resizing.flixster.com/AqeWxXgvhhRqCGbQJT-niquh5rs=/206x305/v2/https://flxt.tmsimg.com/assets/p13668068_p_v8_aa.jpg
The Upper Crust,1982,NR,NR,Action,NR,1h 54m,https://www.rottentomatoes.com/m/the_upper_crust_1982,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Upperdog,2009,NR,64,Comedy/Drama,NR,1h 40m,https://www.rottentomatoes.com/m/upperdog-2009,https://resizing.flixster.com/KumxC8v9OqJwJIKlWNtzu6h6vVs=/206x305/v2/https://flxt.tmsimg.com/assets/p8110835_p_v8_aa.jpg
Stiff Upper Lips,1997,38,41,Comedy/Drama,R,1h 34m,https://www.rottentomatoes.com/m/stiff-upper-lips,https://resizing.flixster.com/R_SNINLnkOzzc9TBiQRuYstm8Xg=/206x305/v2/https://flxt.tmsimg.com/assets/p20220_p_v10_aa.jpg
Upperworld,1934,NR,38,Drama/Crime,NR,1h 12m,https://www.rottentomatoes.com/m/upper_world,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,2006,NR,81,Sci fi/Action,NR,2h 42m,https://www.rottentomatoes.com/m/ghost_in_the_shell_stand_alone_complex_2nd_gig_individual_eleven,https://resizing.flixster.com/h8-MqStotKZUM5V88ZZ6GMcg7qs=/206x305/v2/https://flxt.tmsimg.com/assets/p8183018_p_v10_aa.jpg
He Stands in a Desert Counting the Seconds of His Life,1986,NR,NR,Documentary,NR,2h 30m,https://www.rottentomatoes.com/m/he_stands_in_the_desert_counting_the_seconds_of_his_life,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Ghost in the Shell: Stand Alone Complex - The Laughing Man,2005,NR,88,Sci fi/Adventure,NR,2h 40m,https://www.rottentomatoes.com/m/ghost-in-the-shell-stand-alone-complex-the-laughing-man,https://resizing.flixster.com/Za3AdTxk6zsicEinNqxJPmqAlZM=/206x305/v2/https://flxt.tmsimg.com/assets/p8046600_p_v8_aa.jpg
Stand-Ins,1997,NR,NR,Drama,NR,1h 28m,https://www.rottentomatoes.com/m/standins,https://resizing.flixster.com/EilEnhUEzFERWCCd7S1O-4M5gh8=/206x305/v2/https://flxt.tmsimg.com/assets/p20214_p_v13_aa.jpg
The Stand-In,1999,NR,NR,Drama,PG,1h 40m,https://www.rottentomatoes.com/m/1118829-standin,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Stand-In,1937,NR,67,Comedy,NR,1h 31m,https://www.rottentomatoes.com/m/1019800-standin,https://resizing.flixster.com/ol_rJRkWTZG6i8ISrOWiMMQNDm0=/206x305/v2/https://flxt.tmsimg.com/assets/p38655_p_v8_aa.jpg
Standing in the Shadows of Motown,2002,91,89,Documentary,PG,1h 48m,https://www.rottentomatoes.com/m/standing_in_the_shadows_of_motown,https://resizing.flixster.com/0n4liRWeY3Q_IReRd0b_oX3lzkg=/206x305/v2/https://flxt.tmsimg.com/assets/p77288_p_v8_aa.jpg
Force on Thunder Mountain,1977,NR,NR,Sci fi,NR,1h 33m,https://www.rottentomatoes.com/m/force_on_thunder_mountain,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Dear America: Standing in the Light,1999,NR,NR,,NR,,https://www.rottentomatoes.com/m/dear_america_standing_in_the_light,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Crimson Peak,2015,72,55,Romance/Horror,R,1h 59m,https://www.rottentomatoes.com/m/crimson_peak,https://resizing.flixster.com/m1Yhsj-xSJvyzfYNw_xP3xbErm8=/206x305/v2/https://flxt.tmsimg.com/assets/p11806131_p_v10_ab.jpg
Doctor Bello,2012,NR,60,Drama,NR,1h 35m,https://www.rottentomatoes.com/m/doctor_bello,https://resizing.flixster.com/wPYvU9mMBar2iuXpZ0upGsQKuaE=/206x305/v2/https://flxt.tmsimg.com/assets/p9780218_p_v7_aa.jpg
Into the Beat,2019,NR,NR,Romance/Drama,NR,1h 38m,https://www.rottentomatoes.com/m/into_the_beat,https://resizing.flixster.com/jUq6Ds3ZqVNI9duckTprzJ9DJI8=/206x305/v2/https://resizing.flixster.com/Cf67EMtzetbFB5c1HyzoSIUbc6g=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2Y2YzZhZTdhLWJhNTYtNGJmZi04MTdhLWI1YTgwMWIyZWFmNS5qcGc=
Rush: Time Stand Still,2016,80,84,Documentary,NR,1h 37m,https://www.rottentomatoes.com/m/rush_time_stand_still,https://resizing.flixster.com/xrA-p7jZ0ECfJs_hzoLPOx611Tw=/206x305/v2/https://resizing.flixster.com/ISXA2EM8KWoj5zO71F5Ld1uwgaA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2MzZTRiNjZjLTE4YWItNDM5Yi1hN2ZiLTNlMGZjYzAxYmRmZi53ZWJw
Synchronic,2019,80,76,Sci fi/Mystery and thriller,R,1h 40m,https://www.rottentomatoes.com/m/synchronic,https://resizing.flixster.com/tXtFqK_-LYctTHrY5g7n7tUHEMQ=/206x305/v2/https://resizing.flixster.com/g-X-z18Mo8mZDFpQV29ax6aBTfA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2M4Y2Y1MjE4LTAxOGUtNDhhMi1hNDFmLTk1ZTUzNWY5MGI4Mi5qcGc=
Free to Play,2014,NR,77,Documentary,NR,1h 15m,https://www.rottentomatoes.com/m/free_to_play,https://resizing.flixster.com/-HOvTrR2-I-G0I5VBAteeFdi4BY=/206x305/v2/https://flxt.tmsimg.com/assets/p10630492_p_v13_aa.jpg
Miss Sloane,2016,76,72,Drama/Mystery and thriller,R,2h 12m,https://www.rottentomatoes.com/m/miss_sloane,https://resizing.flixster.com/0ZaUv9ojK6TQTxzWhCQmQLna8tc=/206x305/v2/https://resizing.flixster.com/_8Jydny34-RxXqPQqwPjgC-8ocQ=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzhiYjY5NGI5LWMxYjUtNDhiZi1hYjgwLWJhY2U4YjNjNTk1MC53ZWJw
Synchronicity,2015,48,34,Sci fi/Mystery and thriller,R,1h 41m,https://www.rottentomatoes.com/m/synchronicity_2016,https://resizing.flixster.com/dRs4Kb_E_KlqmHFBFgzAYPtW97k=/206x305/v2/https://resizing.flixster.com/__0iYjNXwN45MU6HlWszwCqHZec=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2ZkNDU3YTFjLTQ0MTgtNDc2NS05ZTVlLWFhMGFhNjBhNTI4MS53ZWJw
Tell Me When,2020,NR,NR,Comedy,NR,1h 35m,https://www.rottentomatoes.com/m/tell_me_when,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Homunculus,2021,NR,NR,Drama,NR,1h 55m,https://www.rottentomatoes.com/m/homunculus_2021,https://resizing.flixster.com/LM-8nZGTzMrQlNarui-_favKmXE=/206x305/v2/https://resizing.flixster.com/u-7RN-eewNNGcBe6lpJQlQ5Vq5o=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2M0MWNhMmQzLTU3MTgtNDcxNy1hNDA4LTI0Yjk1NTk0ZGU5ZS5qcGc=
Searching For Sheela,2021,38,12,Documentary,NR,58m,https://www.rottentomatoes.com/m/searching_for_sheela,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Stowaway,2021,77,49,Sci fi/Drama,NR,1h 56m,https://www.rottentomatoes.com/m/stowaway_2021,https://resizing.flixster.com/xb1he2qVUpNevG6ezS0WTCRwuvA=/206x305/v2/https://resizing.flixster.com/tsVdXW9_nIYcLialLeEtXJpVgKc=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzhjODg1YzZmLTg3YWYtNDFhYy1iMmVmLTEwNzIxYzVhYmZmOC5qcGc=
Stowaway to the Moon,1974,NR,NR,Adventure,NR,1h 40m,https://www.rottentomatoes.com/m/stowaway_to_the_moon,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Stowaways on the Ark,1988,NR,50,Kids and family/Animation,NR,1h 36m,https://www.rottentomatoes.com/m/stowaways_on_the_ark,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Stowaway in the Sky,1959,NR,NR,Adventure,NR,1h 22m,https://www.rottentomatoes.com/m/voyage-en-ballon-le-stowaway-in-the-sky,https://resizing.flixster.com/0732LxUf2dpQhLKYhF2dKld0Ycs=/206x305/v2/https://flxt.tmsimg.com/assets/p7163_p_v10_aa.jpg
Stowaway,1936,NR,63,Comedy/Musical,G,1h 26m,https://www.rottentomatoes.com/m/1020256-stowaway,https://resizing.flixster.com/nTfl9elCrBzf72M7_okVgeqbt3Y=/206x305/v2/https://flxt.tmsimg.com/assets/p3670_p_v8_aa.jpg
Babenco: Tell Me When I Die,2019,80,NR,Documentary,NR,1h 15m,https://www.rottentomatoes.com/m/babenco_tell_me_when_i_die,https://resizing.flixster.com/NkNCTmIIYAljnT_1ZbNYQ0ck5fE=/206x305/v2/https://resizing.flixster.com/JfNJa8U6cRbxkg0Q6vCxpZ4oKQI=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzViOTAwNmU1LWI0ZmQtNDA5OS04ZWExLTE3MDIxZDg3MzIxMy5qcGc=
Synchronicity,2008,NR,NR,Comedy,NR,1h 45m,https://www.rottentomatoes.com/m/synchronicity,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Rushlights,2012,26,63,Romance/Drama,R,1h 36m,https://www.rottentomatoes.com/m/rushlights,https://resizing.flixster.com/FbC2JSIJN7O6wrmsqTe3rCMpock=/206x305/v2/https://flxt.tmsimg.com/assets/p9903034_p_v10_aa.jpg
Rush,2013,89,88,Action/Drama,R,2h 3m,https://www.rottentomatoes.com/m/rush_2013,https://resizing.flixster.com/ivW21bzRMF6ZC4Trg6DgZ4ECDIA=/206x305/v2/https://flxt.tmsimg.com/assets/p9872516_p_v10_bb.jpg
Rush: Time Machine 2011: Live in Cleveland,2011,NR,97,Documentary,NR,2h 47m,https://www.rottentomatoes.com/m/rush_time_machine_2011_live_in_cleveland_2011,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Premium Rush,2012,74,60,Mystery and thriller/Action,PG-13,1h 31m,https://www.rottentomatoes.com/m/premium_rush,https://resizing.flixster.com/EPqAVQeXK0nY5LAmabM0r3qS_as=/206x305/v2/https://flxt.tmsimg.com/assets/p8786097_p_v13_ba.jpg
Rush: Beyond the Lighted Stage,2010,90,94,Documentary/Biography,NR,1h 47m,https://www.rottentomatoes.com/m/rush_beyond_the_lighted_stage,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Rush in Rio,2003,NR,100,,NR,,https://www.rottentomatoes.com/m/rush-in-rio,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
August Rush,2007,37,82,Fantasy/Drama,PG,1h 53m,https://www.rottentomatoes.com/m/august_rush,https://resizing.flixster.com/HfTfuGZe9sO5_tbbuMfokvQvduY=/206x305/v2/https://flxt.tmsimg.com/assets/p166757_p_v8_aa.jpg
Rush Hour 3,2007,18,63,Comedy/Action,PG-13,1h 31m,https://www.rottentomatoes.com/m/rush_hour_3,https://resizing.flixster.com/X7RVjr7szjqievFwBddm35TlYnc=/206x305/v2/https://flxt.tmsimg.com/assets/p166593_p_v10_as.jpg
The Gold Rush,1925,100,93,Comedy/Adventure,NR,1h 22m,https://www.rottentomatoes.com/m/the_gold_rush,https://resizing.flixster.com/aLKPOCZQc86qOFsv_CN-QeSwh0k=/206x305/v2/https://flxt.tmsimg.com/assets/p341_p_v8_ab.jpg
Rush,1991,71,72,Drama/Crime,R,2h,https://www.rottentomatoes.com/m/rush_1991,https://resizing.flixster.com/OU2ARaKSvKlglqZfAhvlLoj4yWQ=/206x305/v2/https://flxt.tmsimg.com/assets/p19181_p_v8_ab.jpg
Rushmore,1998,90,91,Comedy,R,1h 33m,https://www.rottentomatoes.com/m/rushmore,https://resizing.flixster.com/wINZwSum93jPtA0buSDeafk2Xlo=/206x305/v2/https://flxt.tmsimg.com/assets/p21677_p_v13_ac.jpg
Fools Rush In,1997,32,64,Comedy/Drama,PG-13,1h 48m,https://www.rottentomatoes.com/m/fools_rush_in,https://resizing.flixster.com/5QtaL8uHjCGujZ4ORWYaqcGJijE=/206x305/v2/https://flxt.tmsimg.com/assets/p19051_p_v10_ah.jpg
Rush Hour 2,2001,52,74,Comedy/Action,PG-13,1h 30m,https://www.rottentomatoes.com/m/rush_hour_2,https://resizing.flixster.com/yi0a-ESIZ4JmCTB6yUS17vWayWQ=/206x305/v2/https://flxt.tmsimg.com/assets/p28145_p_v8_an.jpg
Rush Hour,1998,61,78,Comedy/Action,PG-13,1h 38m,https://www.rottentomatoes.com/m/rush_hour,https://resizing.flixster.com/3gQkHobbvHbE93LA7I4l0u1LkvE=/206x305/v2/https://flxt.tmsimg.com/assets/p21702_p_v10_ab.jpg
Keeper of the Beat: A Woman's Journey Into the Heart of Drumming,2012,NR,NR,Documentary/Music,NR,1h 20m,https://www.rottentomatoes.com/m/keeper_of_the_beat_a_womans_journey_into_the_heart_of_drumming,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Zookeeper's Wife,2017,64,76,Biography/Drama,PG-13,2h 5m,https://www.rottentomatoes.com/m/the_zookeepers_wife_2017,https://resizing.flixster.com/0lTqVqHVZVFli9XEpGnB4Yqemnk=/206x305/v2/https://resizing.flixster.com/V4rhg5rviFMQPfyVHZlxOu0Xt_I=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2JmODZiMWVjLTc4ZGMtNGVlNy05YzQzLWEzY2NhMDdhNDA2My53ZWJw
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,97,99,Anime/Action,R,1h 57m,https://www.rottentomatoes.com/m/demon_slayer_kimetsu_no_yaiba_the_movie_mugen_train,https://resizing.flixster.com/XkXwdIYlHatvuHJAuQUIql9yzxk=/206x305/v2/https://resizing.flixster.com/xOWJw6VGsFwo4-tG04KUiCEEJAg=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzJkNGRlYzE0LTkwMTktNDA5NC1hMzlhLTMwYjQ5MTY3ODg0Ny5qcGc=
August: Osage County,2013,67,65,Comedy/Drama,R,1h 59m,https://www.rottentomatoes.com/m/august_osage_county,https://resizing.flixster.com/7DmYln5Dw1T5DEndpQHyCiE3P64=/206x305/v2/https://flxt.tmsimg.com/assets/p9991418_p_v10_aj.jpg
Slay the Dragon,2019,100,72,Documentary,PG-13,1h 41m,https://www.rottentomatoes.com/m/slay_the_dragon,https://resizing.flixster.com/lNrJTcPffcl7rr-LNgh0VVJ1Y0E=/206x305/v2/https://resizing.flixster.com/hRM2NSWHfWrxpDEioX-o48TC-BA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzA0ZDk5MTc4LTMxZTUtNDQ1Yi1iMDcwLWRjODM1OTAzMTIyZC53ZWJw
Get the Grift,2021,NR,NR,Comedy,NR,1h 30m,https://www.rottentomatoes.com/m/get_the_grift,https://resizing.flixster.com/YdisBOJXbB-oYX9H_9WPDh7qm_s=/206x305/v2/https://resizing.flixster.com/4Tq7oQHM4DTs1DY3PnuoEtWfxbo=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2EzYzBmOTUzLWFjYTYtNDc5ZS05NmIxLTM1ZTE2ODk5Yjk1ZC5qcGc=
Things Heard & Seen,2021,39,24,Horror/Mystery and thriller,NR,2h 1m,https://www.rottentomatoes.com/m/things_heard_and_seen,https://resizing.flixster.com/C607uakS6vteNE-FBRG0Z9c0JGQ=/206x305/v2/https://resizing.flixster.com/vHYZrtbinWczetn8fnY2hoB4MF8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2IwYTgyZTVjLTllNzMtNDUxMy1iMmI2LWFhNzRmNDlkMDJhNS5qcGc=
Coming From Insanity,2019,NR,NR,Drama/Crime,NR,1h 39m,https://www.rottentomatoes.com/m/coming_from_insanity,https://resizing.flixster.com/fj2gO6xfMpVE6Y5pwxEQRM5rpdc=/206x305/v2/https://resizing.flixster.com/2ZpRdjKdTLipuvXzHbnEaZnMzqM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2QwZTE5NWQ2LWZlNDUtNGY2OC1hMzZkLTA2YzBjOTQ2YzAwMS53ZWJw
The Disciple,2020,97,68,Music/Drama,NR,2h 7m,https://www.rottentomatoes.com/m/the_disciple_2020,https://resizing.flixster.com/XY8gFaHjQOsfXwxZnzVZqTj-y2c=/206x305/v2/https://flxt.tmsimg.com/assets/p19209355_p_v8_aa.jpg
